customer_id,company_name,industry,company_size,employees,state,city,customer_since,acquisition_channel,service_type,contract_type,payment_method
C01341,Empresa 1341,Indústria,Média,490,Sc,Joinville,2025-02-13,Parceiro,Dados,Anual,Pix
C01342,Empresa 1342,Varejo,Pequena,236,Rj,Niterói,2024-03-21,Site,Dados,Anual,Transferência
C01343,Empresa 1343,Educação,Grande,581,Rs,Caxias Do Sul,2023-03-22,Evento,Consultoria,Anual,Transferência
C01344,Empresa 1344,Educação,Média,596,Pr,Londrina,2024-04-07,Site,Não Informado,Anual,Cartão
C01345,Empresa 1345,Serviços,Média,960,Sp,Santos,2024-12-26,Site,Consultoria,Anual,Transferência
C01346,Empresa 1346,Varejo,Grande,69,Ba,Salvador,2024-04-20,Site,Consultoria,Anual,Pix
C01347,Empresa 1347,Varejo,Pequena,1175,Rs,Caxias Do Sul,2025-06-02,Indicação,Tecnologia,Mensal,Transferência
C01348,Empresa 1348,Serviços,Pequena,340,Go,Anápolis,2024-11-13,Evento,Dados,Mensal,Transferência
C01349,Empresa 1349,Varejo,Média,142,Pr,Curitiba,2023-10-23,Site,Gestão,Anual,Boleto
C01350,Empresa 1350,Varejo,Pequena,954,Es,Vitória,2024-06-27,Parceiro,Tecnologia,Mensal,Boleto
C01351,Empresa 1351,Tecnologia,Grande,76,Pe,Jaboatão Dos Guararapes,2022-05-24,Parceiro,Gestão,Anual,Pix
C01352,Empresa 1352,Indústria,Grande,257,Ba,Salvador,2023-06-17,Linkedin,Gestão,Mensal,Cartão
C01353,Empresa 1353,Saúde,Média,1057,Ba,Feira De Santana,2022-03-23,Linkedin,Consultoria,Mensal,Boleto
C01354,Empresa 1354,Serviços,Pequena,356,Sc,Joinville,2025-04-02,Linkedin,Tecnologia,Mensal,Boleto
C01355,Empresa 1355,Saúde,Pequena,685,Pe,Recife,2023-03-07,Linkedin,Gestão,Mensal,Cartão
C01356,Empresa 1356,Indústria,Média,687,Rs,Caxias Do Sul,2023-08-28,Evento,Tecnologia,Mensal,Boleto
C01357,Empresa 1357,Saúde,Pequena,462,Mg,Uberlândia,2024-12-04,Parceiro,Tecnologia,Anual,Cartão
C01358,Empresa 1358,Indústria,Média,983,Mg,Uberlândia,2025-03-08,Evento,Dados,Mensal,Boleto
C01359,Empresa 1359,Serviços,Média,536,Es,Vitória,2023-08-22,Indicação,Dados,Anual,Boleto
C01360,Empresa 1360,Saúde,Média,1051,Es,Vila Velha,2022-01-25,Linkedin,Dados,Anual,Boleto
C01361,Empresa 1361,Saúde,Grande,776,Es,Não Informado,2024-10-23,Linkedin,Dados,Anual,Boleto
C01362,Empresa 1362,Tecnologia,Grande,142,Pe,Jaboatão Dos Guararapes,2024-02-17,Site,Tecnologia,Mensal,Boleto
C01363,Empresa 1363,Financeiro,Grande,254,Mg,Belo Horizonte,2023-07-24,Evento,Gestão,Anual,Pix
C01364,Empresa 1364,Indústria,Pequena,754,Go,Goiânia,2023-04-13,Linkedin,Consultoria,Anual,Pix
C01365,Empresa 1365,Financeiro,Grande,1111,Sc,Florianópolis,2025-02-07,Indicação,Gestão,Mensal,Boleto
C01366,Empresa 1366,Indústria,Grande,511,Sc,Florianópolis,2023-01-10,Linkedin,Dados,Mensal,Cartão
C01367,Empresa 1367,Tecnologia,Grande,399,Go,Goiânia,2023-07-23,Site,Tecnologia,Mensal,Boleto
C01368,Empresa 1368,Financeiro,Grande,987,Pr,Londrina,2023-05-15,Indicação,Consultoria,Anual,Pix
C01369,Empresa 1369,Tecnologia,Média,180,Pr,Londrina,2024-09-06,Site,Consultoria,Mensal,Transferência
C01370,Empresa 1370,Tecnologia,Grande,890,Sc,Florianópolis,2025-03-11,Linkedin,Dados,Anual,Pix
C01371,Empresa 1371,Financeiro,Média,1018,Sc,Florianópolis,2024-04-13,Evento,Gestão,Anual,Cartão
C01372,Empresa 1372,Varejo,Média,573,Sc,Joinville,2024-12-25,Linkedin,Consultoria,Mensal,Transferência
C01373,Empresa 1373,Tecnologia,Média,1025,Sp,São Paulo,2023-10-16,Site,Consultoria,Anual,Cartão
C01374,Empresa 1374,Saúde,Grande,1113,Rj,Rio De Janeiro,2024-06-26,Site,Consultoria,Mensal,Boleto
C01375,Empresa 1375,Saúde,Média,1096,Sc,Joinville,2024-10-24,Indicação,Tecnologia,Mensal,Boleto
C01376,Empresa 1376,Varejo,Média,361,Rs,Porto Alegre,2022-11-17,Parceiro,Dados,Anual,Transferência
C01377,Empresa 1377,Serviços,Grande,561,Es,Vitória,2024-05-03,Evento,Gestão,Anual,Cartão
C01378,Empresa 1378,Saúde,Grande,734,Mg,Uberlândia,2023-09-20,Linkedin,Tecnologia,Anual,Transferência
C01379,Empresa 1379,Tecnologia,Média,123,Ba,Feira De Santana,2022-01-12,Evento,Dados,Anual,Cartão
C01380,Empresa 1380,Varejo,Pequena,534,Sp,Campinas,2025-12-13,Evento,Consultoria,Anual,Transferência
C01381,Empresa 1381,Financeiro,Grande,418,Ba,Salvador,2023-10-30,Parceiro,Gestão,Anual,Pix
C01382,Empresa 1382,Varejo,Média,992,Rj,Niterói,2023-05-13,Indicação,Gestão,Anual,Boleto
C01383,Empresa 1383,Financeiro,Média,131,Sc,Florianópolis,2025-05-27,Indicação,Tecnologia,Anual,Cartão
C01384,Empresa 1384,Tecnologia,Média,285,Pe,Recife,2023-08-06,Evento,Gestão,Mensal,Boleto
C01385,Empresa 1385,Financeiro,Pequena,1160,Es,Vitória,2023-09-05,Linkedin,Dados,Anual,Cartão
C01386,Empresa 1386,Serviços,Média,54,Go,Goiânia,2024-12-23,Indicação,Tecnologia,Anual,Transferência
C01387,Empresa 1387,Saúde,Média,476,Pr,Londrina,2023-01-13,Evento,Tecnologia,Não Informado,Cartão
C01388,Empresa 1388,Indústria,Pequena,297,Sc,Florianópolis,2025-05-21,Linkedin,Gestão,Anual,Transferência
C01389,Empresa 1389,Tecnologia,Grande,774,Sp,São Paulo,2024-12-18,Parceiro,Gestão,Mensal,Cartão
C01390,Empresa 1390,Saúde,Grande,693,Go,Goiânia,2024-10-04,Indicação,Consultoria,Mensal,Boleto
C01391,Empresa 1391,Financeiro,Média,400,Go,Goiânia,2022-06-29,Linkedin,Tecnologia,Anual,Transferência
C01392,Empresa 1392,Saúde,Pequena,382,Mg,Uberlândia,2025-08-25,Linkedin,Gestão,Mensal,Transferência
C01393,Empresa 1393,Tecnologia,Grande,808,Es,Vitória,2023-08-25,Indicação,Dados,Anual,Transferência
C01394,Empresa 1394,Serviços,Pequena,678,Mg,Uberlândia,2023-06-15,Site,Não Informado,Mensal,Boleto
C01395,Empresa 1395,Saúde,Pequena,216,Mg,Belo Horizonte,2023-02-27,Parceiro,Consultoria,Mensal,Não Informado
C01396,Empresa 1396,Serviços,Média,481,Rj,Rio De Janeiro,2023-11-02,Site,Tecnologia,Mensal,Transferência
C01397,Empresa 1397,Varejo,Média,65,Sc,Florianópolis,2023-04-23,Linkedin,Consultoria,Anual,Pix
C01398,Empresa 1398,Educação,Pequena,925,Pe,Jaboatão Dos Guararapes,2023-03-04,Linkedin,Dados,Mensal,Transferência
C01399,Empresa 1399,Tecnologia,Pequena,1047,Es,Vitória,2022-09-13,Site,Dados,Mensal,Transferência
C01400,Empresa 1400,Indústria,Média,860,Es,Vitória,2024-01-04,Site,Consultoria,Anual,Transferência
C01401,Empresa 1401,Tecnologia,Média,43,Sc,Florianópolis,2024-11-07,Linkedin,Gestão,Anual,Pix
C01402,Empresa 1402,Saúde,Pequena,899,Rs,Caxias Do Sul,2024-01-09,Site,Consultoria,Anual,Transferência
C01403,Empresa 1403,Indústria,Grande,672,Sp,São Paulo,2023-07-17,Site,Dados,Mensal,Pix
C01404,Empresa 1404,Varejo,Pequena,972,Mg,Belo Horizonte,2024-11-28,Indicação,Dados,Anual,Cartão
C01405,Empresa 1405,Serviços,Pequena,868,Es,Vitória,2024-04-29,Site,Dados,Mensal,Cartão
C01406,Empresa 1406,Tecnologia,Média,427,Rj,Niterói,2022-11-29,Linkedin,Tecnologia,Anual,Cartão
C01407,Empresa 1407,Saúde,Pequena,973,Sp,São Paulo,2022-02-22,Site,Gestão,Mensal,Transferência
C01408,Empresa 1408,Varejo,Pequena,215,Es,Vitória,2024-12-11,Evento,Dados,Mensal,Transferência
C01409,Empresa 1409,Educação,Média,860,Rj,Niterói,2022-08-19,Site,Consultoria,Anual,Transferência
C01410,Empresa 1410,Varejo,Média,1115,Pe,Jaboatão Dos Guararapes,2023-06-11,Parceiro,Consultoria,Anual,Transferência
C01411,Empresa 1411,Varejo,Pequena,1064,Es,Vitória,2023-02-06,Site,Dados,Mensal,Pix
C01412,Empresa 1412,Financeiro,Pequena,521,Ba,Não Informado,2023-08-02,Evento,Dados,Anual,Cartão
C01413,Empresa 1413,Financeiro,Grande,1068,Pe,Jaboatão Dos Guararapes,2025-09-30,Site,Tecnologia,Anual,Cartão
C01414,Empresa 1414,Indústria,Pequena,798,Mg,Belo Horizonte,2025-04-01,Site,Dados,Mensal,Boleto
C01415,Empresa 1415,Varejo,Média,670,Sp,São Paulo,2023-05-03,Parceiro,Gestão,Anual,Cartão
C01416,Empresa 1416,Serviços,Grande,840,Pr,Londrina,2025-07-11,Site,Gestão,Anual,Transferência
C01417,Empresa 1417,Indústria,Grande,700,Rj,Niterói,2023-07-27,Site,Tecnologia,Anual,Transferência
C01418,Empresa 1418,Indústria,Pequena,711,Go,Anápolis,2024-07-23,Indicação,Tecnologia,Anual,Pix
C01419,Empresa 1419,Tecnologia,Pequena,946,Go,Goiânia,2022-09-16,Indicação,Tecnologia,Mensal,Cartão
C01420,Empresa 1420,Educação,Grande,179,Sc,Florianópolis,2024-07-15,Linkedin,Dados,Mensal,Boleto
C01421,Empresa 1421,Indústria,Grande,734,Sp,Santos,2023-02-11,Parceiro,Dados,Mensal,Cartão
C01422,Empresa 1422,Indústria,Grande,351,Go,Anápolis,2023-04-17,Site,Consultoria,Mensal,Boleto
C01423,Empresa 1423,Financeiro,Média,424,Mg,Uberlândia,2025-01-12,Indicação,Gestão,Anual,Transferência
C01424,Empresa 1424,Educação,Média,669,Go,Goiânia,2024-05-12,Evento,Consultoria,Mensal,Cartão
C01425,Empresa 1425,Saúde,Pequena,146,Go,Goiânia,2025-09-30,Linkedin,Dados,Mensal,Transferência
C01426,Empresa 1426,Educação,Pequena,868,Mg,Uberlândia,2023-05-12,Parceiro,Dados,Mensal,Cartão
C01427,Empresa 1427,Saúde,Pequena,832,Rj,Rio De Janeiro,2023-04-09,Parceiro,Dados,Mensal,Transferência
C01428,Empresa 1428,Saúde,Média,32,Mg,Belo Horizonte,2025-10-08,Parceiro,Tecnologia,Mensal,Transferência
C01429,Empresa 1429,Educação,Média,265,Pr,Londrina,2025-09-14,Site,Consultoria,Anual,Cartão
C01430,Empresa 1430,Serviços,Média,241,Sp,Santos,2024-02-21,Linkedin,Gestão,Mensal,Transferência
C01431,Empresa 1431,Financeiro,Pequena,191,Sc,Joinville,2023-04-06,Site,Gestão,Anual,Transferência
C01432,Empresa 1432,Tecnologia,Média,574,Sp,Campinas,2025-07-30,Parceiro,Tecnologia,Anual,Cartão
C01433,Empresa 1433,Tecnologia,Pequena,1004,Rs,Porto Alegre,2022-06-20,Parceiro,Gestão,Mensal,Transferência
C01434,Empresa 1434,Serviços,Grande,1009,Sc,Joinville,2022-08-01,Parceiro,Gestão,Mensal,Pix
C01435,Empresa 1435,Tecnologia,Grande,204,Es,Vitória,2025-08-09,Site,Tecnologia,Anual,Transferência
C01436,Empresa 1436,Indústria,Média,953,Sp,Santos,2023-12-13,Parceiro,Consultoria,Anual,Transferência
C01437,Empresa 1437,Financeiro,Pequena,59,Sp,Santos,2023-03-19,Evento,Consultoria,Anual,Transferência
C01438,Empresa 1438,Serviços,Média,744,Sp,Santos,2024-07-24,Evento,Tecnologia,Mensal,Cartão
C01439,Empresa 1439,Saúde,Média,548,Pe,Recife,2022-04-08,Site,Tecnologia,Anual,Cartão
C01440,Empresa 1440,Serviços,Pequena,693,Mg,Uberlândia,2024-10-20,Parceiro,Dados,Anual,Cartão
C01441,Empresa 1441,Indústria,Média,650,Rj,Niterói,2022-07-05,Site,Gestão,Mensal,Cartão
C01442,Empresa 1442,Saúde,Média,750,Pe,Recife,2023-12-20,Site,Tecnologia,Mensal,Não Informado
C01443,Empresa 1443,Saúde,Grande,1157,Pr,Londrina,2025-04-06,Parceiro,Dados,Anual,Pix
C01444,Empresa 1444,Tecnologia,Grande,838,Pr,Londrina,2022-07-11,Site,Tecnologia,Anual,Transferência
C01445,Empresa 1445,Tecnologia,Grande,611,Mg,Belo Horizonte,2024-02-28,Evento,Dados,Anual,Pix
C01446,Empresa 1446,Varejo,Grande,570,Pr,Curitiba,2025-01-27,Linkedin,Dados,Mensal,Boleto
C01447,Empresa 1447,Indústria,Pequena,307,Pr,Curitiba,2024-06-20,Evento,Dados,Mensal,Transferência
C01448,Empresa 1448,Financeiro,Grande,1173,Pe,Recife,2024-04-28,Linkedin,Dados,Anual,Transferência
C01449,Empresa 1449,Serviços,Média,549,Sc,Joinville,2025-12-18,Evento,Tecnologia,Mensal,Cartão
C01450,Empresa 1450,Tecnologia,Grande,285,Go,Anápolis,2024-01-02,Site,Dados,Mensal,Transferência
C01451,Empresa 1451,Tecnologia,Grande,476,Go,Anápolis,2023-10-05,Parceiro,Dados,Anual,Cartão
C01452,Empresa 1452,Educação,Grande,906,Es,Vila Velha,2022-04-19,Parceiro,Gestão,Mensal,Boleto
C01453,Empresa 1453,Educação,Grande,127,Sp,Campinas,2025-02-20,Linkedin,Dados,Mensal,Cartão
C01454,Empresa 1454,Financeiro,Média,66,Rj,Niterói,2023-07-20,Linkedin,Dados,Anual,Boleto
C01455,Empresa 1455,Financeiro,Grande,633,Pe,Jaboatão Dos Guararapes,2023-09-27,Site,Gestão,Mensal,Cartão
C01456,Empresa 1456,Tecnologia,Grande,743,Sp,Santos,2025-06-02,Indicação,Consultoria,Mensal,Transferência
C01457,Empresa 1457,Varejo,Grande,377,Mg,Belo Horizonte,2023-02-03,Indicação,Gestão,Mensal,Cartão
C01458,Empresa 1458,Educação,Grande,803,Rj,Niterói,2022-07-12,Linkedin,Gestão,Mensal,Cartão
C01459,Empresa 1459,Saúde,Média,373,Mg,Uberlândia,2022-07-16,Evento,Gestão,Mensal,Boleto
C01460,Empresa 1460,Varejo,Pequena,729,Sc,Florianópolis,2024-04-02,Evento,Gestão,Mensal,Cartão
C01461,Empresa 1461,Tecnologia,Grande,131,Sp,Santos,2025-05-26,Evento,Consultoria,Mensal,Pix
C01462,Empresa 1462,Tecnologia,Média,797,Go,Anápolis,2022-01-26,Indicação,Tecnologia,Mensal,Boleto
C01463,Empresa 1463,Financeiro,Média,382,Pr,Curitiba,2025-07-27,Evento,Consultoria,Mensal,Cartão
C01464,Empresa 1464,Educação,Grande,373,Es,Vitória,2022-12-29,Linkedin,Consultoria,Mensal,Pix
C01465,Empresa 1465,Tecnologia,Média,379,Sc,Florianópolis,2023-08-20,Indicação,Gestão,Mensal,Boleto
C01466,Empresa 1466,Educação,Grande,1132,Es,Vila Velha,2023-11-22,Linkedin,Consultoria,Mensal,Cartão
C01467,Empresa 1467,Varejo,Pequena,1015,Pr,Curitiba,2024-01-19,Linkedin,Consultoria,Anual,Pix
C01468,Empresa 1468,Indústria,Grande,212,Pe,Recife,2025-09-12,Evento,Gestão,Mensal,Cartão
C01469,Empresa 1469,Educação,Pequena,609,Rs,Caxias Do Sul,2022-10-05,Linkedin,Gestão,Anual,Pix
C01470,Empresa 1470,Educação,Pequena,668,Pe,Jaboatão Dos Guararapes,2022-02-18,Parceiro,Gestão,Anual,Transferência
C01471,Empresa 1471,Indústria,Pequena,1090,Sc,Florianópolis,2025-11-01,Site,Consultoria,Não Informado,Não Informado
C01472,Empresa 1472,Financeiro,Pequena,106,Rs,Caxias Do Sul,2022-04-09,Linkedin,Dados,Anual,Pix
C01473,Empresa 1473,Financeiro,Pequena,1051,Ba,Feira De Santana,2024-11-07,Indicação,Dados,Mensal,Transferência
C01474,Empresa 1474,Indústria,Média,159,Mg,Belo Horizonte,2023-03-30,Linkedin,Dados,Mensal,Pix
C01475,Empresa 1475,Indústria,Pequena,604,Ba,Salvador,2023-02-26,Site,Tecnologia,Mensal,Transferência
C01476,Empresa 1476,Serviços,Média,101,Pr,Curitiba,2024-02-01,Site,Dados,Anual,Transferência
C01477,Empresa 1477,Serviços,Grande,644,Es,Vitória,2025-12-25,Evento,Gestão,Mensal,Transferência
C01478,Empresa 1478,Saúde,Pequena,1009,Ba,Feira De Santana,2024-02-12,Parceiro,Consultoria,Anual,Pix
C01479,Empresa 1479,Indústria,Grande,466,Pe,Recife,2022-09-21,Indicação,Consultoria,Mensal,Transferência
C01480,Empresa 1480,Financeiro,Média,352,Rj,Niterói,2023-01-11,Linkedin,Tecnologia,Anual,Cartão
C01481,Empresa 1481,Tecnologia,Pequena,818,Es,Vitória,2023-06-20,Indicação,Gestão,Mensal,Boleto
C01482,Empresa 1482,Educação,Média,233,Go,Goiânia,2022-03-15,Site,Consultoria,Anual,Boleto
C01483,Empresa 1483,Serviços,Pequena,505,Rj,Niterói,2025-11-21,Parceiro,Tecnologia,Anual,Boleto
C01484,Empresa 1484,Serviços,Pequena,1041,Pe,Recife,2025-05-07,Site,Tecnologia,Mensal,Pix
C01485,Empresa 1485,Serviços,Média,369,Mg,Uberlândia,2023-12-01,Linkedin,Dados,Mensal,Transferência
C01486,Empresa 1486,Saúde,Grande,140,Ba,Salvador,2022-11-10,Site,Dados,Anual,Transferência
C01487,Empresa 1487,Tecnologia,Pequena,1092,Sp,Campinas,2024-06-21,Parceiro,Dados,Mensal,Cartão
C01488,Empresa 1488,Indústria,Pequena,849,Sp,Santos,2022-08-17,Parceiro,Não Informado,Mensal,Cartão
C01489,Empresa 1489,Varejo,Pequena,488,Rs,Porto Alegre,2022-03-20,Linkedin,Consultoria,Mensal,Transferência
C01490,Empresa 1490,Serviços,Pequena,82,Es,Vitória,2022-09-03,Indicação,Gestão,Anual,Cartão
C01491,Empresa 1491,Educação,Grande,496,Es,Vila Velha,2024-03-03,Parceiro,Tecnologia,Anual,Transferência
C01492,Empresa 1492,Educação,Grande,747,Pe,Recife,2022-11-10,Site,Tecnologia,Mensal,Transferência
C01493,Empresa 1493,Saúde,Grande,52,Sc,Joinville,2022-11-25,Evento,Dados,Mensal,Transferência
C01494,Empresa 1494,Financeiro,Pequena,833,Ba,Salvador,2025-12-26,Evento,Dados,Anual,Transferência
C01495,Empresa 1495,Indústria,Média,919,Ba,Feira De Santana,2024-08-01,Linkedin,Tecnologia,Anual,Cartão
C01496,Empresa 1496,Indústria,Grande,431,Ba,Salvador,2022-09-30,Site,Dados,Mensal,Cartão
C01497,Empresa 1497,Serviços,Média,777,Pe,Jaboatão Dos Guararapes,2025-01-27,Site,Gestão,Mensal,Transferência
C01498,Empresa 1498,Indústria,Média,625,Rj,Niterói,2025-01-16,Indicação,Dados,Não Informado,Cartão
C01499,Empresa 1499,Indústria,Média,1069,Go,Anápolis,2022-11-17,Site,Gestão,Mensal,Boleto
C01500,Empresa 1500,Indústria,Pequena,569,Ba,Salvador,2025-03-08,Linkedin,Dados,Mensal,Transferência
C01501,Empresa 1501,Varejo,Grande,277,Rs,Caxias Do Sul,2024-08-17,Evento,Consultoria,Mensal,Pix
C01502,Empresa 1502,Tecnologia,Pequena,688,Rj,Rio De Janeiro,2022-02-13,Evento,Tecnologia,Mensal,Boleto
C01503,Empresa 1503,Serviços,Pequena,753,Pr,Londrina,2023-09-22,Parceiro,Gestão,Anual,Cartão
C01504,Empresa 1504,Saúde,Pequena,1160,Mg,Belo Horizonte,2023-08-17,Site,Dados,Anual,Pix
C01505,Empresa 1505,Educação,Pequena,1160,Go,Anápolis,2025-06-20,Evento,Dados,Mensal,Boleto
C01506,Empresa 1506,Serviços,Pequena,287,Pe,Jaboatão Dos Guararapes,2022-07-18,Linkedin,Gestão,Anual,Boleto
C01507,Empresa 1507,Indústria,Média,913,Sp,Santos,2025-04-15,Parceiro,Dados,Anual,Pix
C01508,Empresa 1508,Financeiro,Média,705,Pe,Recife,2025-10-07,Evento,Consultoria,Mensal,Boleto
C01509,Empresa 1509,Indústria,Média,316,Es,Vitória,2023-09-07,Site,Tecnologia,Anual,Pix
C01510,Empresa 1510,Tecnologia,Média,42,Rs,Caxias Do Sul,2025-05-19,Site,Tecnologia,Anual,Boleto
C01511,Empresa 1511,Financeiro,Pequena,1012,Go,Anápolis,2023-07-28,Site,Consultoria,Mensal,Cartão
C01512,Empresa 1512,Educação,Média,92,Sc,Joinville,2024-07-08,Linkedin,Consultoria,Anual,Pix
C01513,Empresa 1513,Tecnologia,Grande,1184,Mg,Belo Horizonte,2025-07-02,Evento,Gestão,Mensal,Transferência
C01514,Empresa 1514,Tecnologia,Grande,563,Ba,Feira De Santana,2024-03-06,Evento,Tecnologia,Anual,Transferência
C01515,Empresa 1515,Saúde,Grande,545,Rs,Porto Alegre,2022-09-29,Linkedin,Tecnologia,Anual,Pix
C01516,Empresa 1516,Tecnologia,Grande,662,Pe,Recife,2025-10-07,Indicação,Dados,Mensal,Boleto
C01517,Empresa 1517,Saúde,Pequena,325,Rj,Rio De Janeiro,2022-12-29,Indicação,Consultoria,Mensal,Pix
C01518,Empresa 1518,Tecnologia,Pequena,953,Rs,Caxias Do Sul,2025-06-18,Indicação,Consultoria,Mensal,Boleto
C01519,Empresa 1519,Varejo,Pequena,197,Pr,Curitiba,2022-06-16,Linkedin,Dados,Mensal,Pix
C01520,Empresa 1520,Saúde,Grande,1094,Rj,Rio De Janeiro,2024-03-03,Linkedin,Dados,Anual,Boleto
C01521,Empresa 1521,Indústria,Grande,135,Pe,Jaboatão Dos Guararapes,2023-08-13,Site,Consultoria,Mensal,Boleto
C01522,Empresa 1522,Varejo,Grande,1188,Pr,Curitiba,2023-06-24,Indicação,Consultoria,Mensal,Boleto
C01523,Empresa 1523,Varejo,Média,617,Rs,Caxias Do Sul,2023-04-12,Parceiro,Tecnologia,Mensal,Transferência
C01524,Empresa 1524,Indústria,Pequena,1096,Sc,Florianópolis,2023-12-08,Evento,Tecnologia,Mensal,Pix
C01525,Empresa 1525,Educação,Média,133,Sp,Santos,2022-05-09,Linkedin,Consultoria,Anual,Pix
C01526,Empresa 1526,Financeiro,Média,144,Rj,Niterói,2023-10-15,Evento,Gestão,Anual,Transferência
C01527,Empresa 1527,Saúde,Média,651,Rs,Porto Alegre,2024-10-20,Site,Dados,Mensal,Cartão
C01528,Empresa 1528,Educação,Média,835,Ba,Feira De Santana,2024-08-10,Linkedin,Gestão,Mensal,Boleto
C01529,Empresa 1529,Tecnologia,Pequena,658,Ba,Feira De Santana,2024-05-09,Site,Gestão,Anual,Pix
C01530,Empresa 1530,Varejo,Pequena,386,Ba,Salvador,2025-09-17,Indicação,Consultoria,Anual,Transferência
C01531,Empresa 1531,Saúde,Pequena,54,Mg,Uberlândia,2023-07-09,Linkedin,Dados,Anual,Cartão
C01532,Empresa 1532,Educação,Grande,1032,Pr,Londrina,2023-01-25,Linkedin,Dados,Anual,Pix
C01533,Empresa 1533,Tecnologia,Média,986,Rs,Caxias Do Sul,2022-08-06,Site,Dados,Anual,Boleto
C01534,Empresa 1534,Tecnologia,Média,334,Ba,Feira De Santana,2024-10-01,Evento,Gestão,Mensal,Boleto
C01535,Empresa 1535,Saúde,Grande,774,Go,Goiânia,2023-08-01,Evento,Gestão,Mensal,Pix
C01536,Empresa 1536,Educação,Pequena,438,Pe,Jaboatão Dos Guararapes,2024-01-28,Site,Tecnologia,Anual,Cartão
C01537,Empresa 1537,Financeiro,Média,408,Go,Goiânia,2023-11-29,Evento,Dados,Mensal,Boleto
C01538,Empresa 1538,Educação,Pequena,651,Pe,Recife,2025-02-27,Linkedin,Dados,Anual,Pix
C01539,Empresa 1539,Educação,Grande,554,Go,Goiânia,2024-10-02,Linkedin,Gestão,Mensal,Cartão
C01540,Empresa 1540,Serviços,Pequena,980,Mg,Belo Horizonte,2024-01-16,Site,Consultoria,Anual,Cartão
C01541,Empresa 1541,Financeiro,Pequena,568,Es,Vila Velha,2024-09-15,Linkedin,Tecnologia,Mensal,Boleto
C01542,Empresa 1542,Tecnologia,Média,134,Es,Vitória,2025-05-24,Parceiro,Tecnologia,Mensal,Transferência
C01543,Empresa 1543,Serviços,Pequena,620,Ba,Feira De Santana,2025-12-05,Site,Dados,Anual,Pix
C01544,Empresa 1544,Indústria,Média,171,Sp,Campinas,2025-08-27,Linkedin,Dados,Anual,Transferência
C01545,Empresa 1545,Financeiro,Média,653,Go,Goiânia,2022-11-18,Evento,Gestão,Anual,Boleto
C01546,Empresa 1546,Saúde,Pequena,273,Es,Vila Velha,2024-07-17,Indicação,Consultoria,Mensal,Cartão
C01547,Empresa 1547,Saúde,Pequena,655,Go,Anápolis,2024-09-04,Parceiro,Consultoria,Anual,Cartão
C01548,Empresa 1548,Saúde,Grande,80,Ba,Não Informado,2022-12-31,Evento,Consultoria,Mensal,Boleto
C01549,Empresa 1549,Tecnologia,Pequena,320,Pe,Recife,2022-05-11,Parceiro,Dados,Mensal,Pix
C01550,Empresa 1550,Saúde,Pequena,855,Rs,Caxias Do Sul,2024-01-02,Indicação,Gestão,Anual,Pix
C01551,Empresa 1551,Indústria,Média,327,Go,Goiânia,2024-05-02,Site,Gestão,Mensal,Pix
C01552,Empresa 1552,Varejo,Pequena,1152,Sc,Florianópolis,2023-04-11,Indicação,Dados,Anual,Pix
C01553,Empresa 1553,Serviços,Pequena,322,Sp,São Paulo,2023-03-25,Parceiro,Tecnologia,Anual,Transferência
C01554,Empresa 1554,Financeiro,Média,1018,Ba,Salvador,2022-02-09,Linkedin,Consultoria,Mensal,Boleto
C01555,Empresa 1555,Varejo,Pequena,1016,Es,Vitória,2022-03-15,Evento,Consultoria,Anual,Boleto
C01556,Empresa 1556,Varejo,Grande,25,Ba,Feira De Santana,2023-03-12,Evento,Tecnologia,Anual,Não Informado
C01557,Empresa 1557,Saúde,Média,410,Pr,Londrina,2025-05-29,Evento,Gestão,Mensal,Cartão
C01558,Empresa 1558,Educação,Grande,1058,Pe,Jaboatão Dos Guararapes,2022-03-01,Site,Dados,Mensal,Pix
C01559,Empresa 1559,Indústria,Pequena,419,Ba,Feira De Santana,2022-08-07,Site,Tecnologia,Anual,Transferência
C01560,Empresa 1560,Indústria,Pequena,1170,Sp,Campinas,2025-08-19,Site,Consultoria,Anual,Pix
C01561,Empresa 1561,Serviços,Média,432,Pr,Londrina,2023-01-06,Linkedin,Tecnologia,Anual,Transferência
C01562,Empresa 1562,Educação,Média,1158,Es,Vila Velha,2022-12-05,Site,Consultoria,Mensal,Pix
C01563,Empresa 1563,Tecnologia,Pequena,571,Sp,São Paulo,2025-06-22,Evento,Gestão,Anual,Boleto
C01564,Empresa 1564,Saúde,Pequena,400,Rj,Niterói,2022-04-20,Evento,Consultoria,Anual,Transferência
C01565,Empresa 1565,Serviços,Pequena,255,Sp,Campinas,2023-09-02,Site,Tecnologia,Anual,Boleto
C01566,Empresa 1566,Indústria,Grande,72,Rj,Niterói,2025-07-27,Site,Consultoria,Mensal,Pix
C01567,Empresa 1567,Serviços,Grande,1151,Pr,Londrina,2024-07-21,Evento,Consultoria,Anual,Pix
C01568,Empresa 1568,Tecnologia,Média,782,Mg,Belo Horizonte,2023-03-18,Indicação,Gestão,Anual,Transferência
C01569,Empresa 1569,Tecnologia,Grande,100,Ba,Salvador,2022-12-25,Evento,Tecnologia,Anual,Boleto
C01570,Empresa 1570,Indústria,Média,395,Sc,Florianópolis,2022-02-19,Linkedin,Consultoria,Mensal,Transferência
